_id,X,Y,ObjectID,Loc_name,Status,Score,Match_type,Match_addr,User_fld,Addr_type,Side,ARC_Street,ARC_City,ARC_State,ARC_ZIP,AffidavitID,County,CDSCode,School,Street,City,State,Zip,MailingStreet,MailingCity,MailingState,MailingZip,Telephone,Email,Email2,PublicDistrict,SiteAdministratorSalutation,SiteAdministratorFirstName,SiteAdministratorLastName,SiteAdministratorTitle,SiteAdministratorEmail,SchoolType,SchoolAccommodations,LowGrade,HighGrade,KindergartenEnrollment,Grade1Enrollment,Grade2Enrollment,Grade3Enrollment,Grade4Enrollment,Grade5Enrollment,Grade6Enrollment,Grade7Enrollment,Grade8Enrollment,Grade9Enrollment,Grade10Enrollment,Grade11Enrollment,Grade12Enrollment,UngradedElementaryEnrollmnet,UngradedSecondaryEnrollment,TotalEnrollment,DiplomaOffered,Graduates2015_16,FullTimeTeachers,PartTimeTeachers,AdministrativeStaff,OtherStaff,OffersSpecialEducationServices,TaxExempt501,TaxExempt23701,TaxExempt214,TaxExempt,ReligiousClassification,ReligiousDenomination,Director_PrincipalOfficerSaluta,Director_PrincipalOfficerFirstN,Director_PrincipalOfficerLastNa,Director_PrincipalOfficerTitle,Director_PrincipalOfficerEmail,CustodianofRecordsSalutation,CustodianofRecordsFirstName,CustodianofRecordsLastName,CustodianofRecordsEmail
2419,-13626641.0645545,4551434.27900737,2419,parcels,M,100,A,"660 FILBERT ST, SAN FRANCISCO, CA 94133",0,Address,,660 Filbert Street,San Francisco,CA,94133,198412,San Francisco,38684786980684,Sts. Peter and Paul Elementary,660 Filbert Street,San Francisco,CA,94133,,,,,415-421-5219,Lharris@sspeterpaulsf.org,,San Francisco Unified,Dr.,Lisa,Harris,Principal,Lharris@sspeterpaulsf.org,Coeducational,Day Only,K,8,15,21,23,19,32,26,26,30,36,0,0,0,0,0,0,228,No,0,13,5,2,9,No,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Rev.,Archbishop Salvatore,Cordileone,Director,,Dr.,Nina,Russo,russon@sfarch.org
2420,-13629310.6367441,4550457.18603364,2420,streets,M,87.35,A,"2252 BROADWAY, San Francisco, CA, 94115",,Address,L,2252 Broadway Street,San Francisco,CA,94115,203548,San Francisco,38684786980759,Stuart Hall For Boys,2252 Broadway Street,San Francisco,CA,94115,2222 Broadway Street,San Francisco,CA,94115,415-292-3143,myra.alcaide@sacredsf.org,,San Francisco Unified,Mr.,Jaime,Dominguez,Head of School,jaime.dominguez@sacredsf.org,Boys Only,Day Only,K,8,44,45,42,40,43,42,40,36,40,0,0,0,0,0,0,372,No,0,45,5,3,5,No,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Dr.,Ann Marie,Krejcarek,President,annmarie.krejcarek@sacredsf.org,Ms.,Myra,Alcaide,myra.alcaide@sacredsf.org
2421,-13628547.2252647,4549568.43614031,2421,streets,M,100,A,"1715 OCTAVIA ST, San Francisco, CA, 94109",,Address,L,1715 Octavia Street,San Francisco,CA,94109,203554,San Francisco,38684787104631,Stuart Hall High School,1715 Octavia Street,San Francisco,CA,94109,,,,,415-345-5811,shhs@sacredsf.org,,San Francisco Unified,Mr.,Tony,Farrell,Head of School,tony.farrell@sacredsf.org,Boys Only,Day Only,9,12,0,0,0,0,0,0,0,0,0,51,54,52,44,0,0,201,No,0,21,3,2,7,No,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Dr.,Ann Marie,Krejcarek,President,katie.zepeda@sacredsf.org,Mr.,Ren,Marquette,
2422,-13627751.9026062,4544282.28649365,2422,streets,M,100,A,"1387 VALENCIA ST, San Francisco, CA, 94110",,Address,R,1387 Valencia Street,San Francisco,CA,94110,193411,San Francisco,38684786905913,Synergy School,1387 Valencia Street,San Francisco,CA,94110,,,,,415-567-6177,office@synergyschool.org,,San Francisco Unified,Ms.,Tanya,Baker,Head of School,tanya@synergyschool.org,Coeducational,Day Only,K,8,24,17,17,20,21,20,24,26,22,0,0,0,0,0,0,191,No,0,16,4,5,6,No,Yes,Yes,No,Yes,Non-religious,,Ms.,Rita,Franklin,Director,rita@synergyschool.org,Ms.,Rebecca,Barmore,bbarmore@synergyschool.org
2423,-13631810.266818,4551264.4330086,2423,streets,M,100,A,"35 KEYES AVE, San Francisco, CA, 94129",,Address,L,35 Keyes Avenue,San Francisco,CA,94129,194726,San Francisco,38684786138176,The Bay School of San Francisco,35 Keyes Avenue,San Francisco,CA,94129,,,,,415-561-5800,rblackmer@bayschoolsf.org,,San Francisco Unified,Ms.,Rebecca,Blackmer,Administrator,rblackmer@bayschoolsf.org,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,81,97,79,88,0,0,345,Yes,75,35,5,11,28,No,Yes,No,No,Yes,Non-religious,,Mr.,Luke,Felker,Head of School,lfelker@bayschoolsf.org,Ms.,Rebecca,Blackmer,rblackmer@bayschoolsf.org
2424,-13633921.2563931,4539001.33883686,2424,parcels,M,100,A,"655 BROTHERHOOD WAY, SAN FRANCISCO, CA 94132",0,Address,,655 Brotherhood Way,San Francisco,CA,94132,211018,San Francisco,38684786152565,The Brandeis School of San Francisco,655 Brotherhood Way,San Francisco,CA,94132,,,,,415-406-1035,dglass@sfbrandeis.org,,San Francisco Unified,Mrs.,Shannon,Gutierrez,Administrator,sgutierrez@sfbrandeis.org,Coeducational,Day Only,K,8,32,33,42,38,42,43,52,44,43,0,0,0,0,0,0,369,No,0,25,25,25,25,No,Yes,No,No,Yes,Religious,Jewish,Dr.,Dan,Glass,Head of School,,Mrs.,Ricki,Weintraub,rweintraub@sfbrandeis.org
2425,-13629972.8532404,4550088.75666916,2425,parcels,M,100,A,"2750 JACKSON ST, SAN FRANCISCO, CA 94115",0,Address,,2750 Jackson Street,San Francisco,CA,94115,199003,San Francisco,38684786980833,Town School for Boys,2750 Jackson Street,San Francisco,CA,94115,,,,,415-921-3747,shapiro@townschool.com,cofod@townschool.com,San Francisco Unified,Ms.,Lila,Lohr,Head of School,shapiro@townschool.com,Boys Only,Day Only,K,8,46,44,46,46,45,48,47,47,42,0,0,0,0,0,0,411,No,0,51,10,16,14,No,Yes,Yes,Yes,Yes,Non-religious,,Mr.,James,Zanze,Other,shapiro@townschool.com,Ms.,Marie,Shapiro,shapiro@townschool.com
2426,-13630663.419694,4547109.81261387,2426,parcels,M,100,A,"1563 PAGE ST, SAN FRANCISCO, CA 94117",0,Address,,1563 Page Street,San Francisco,CA,94117,200322,San Francisco,38684786938930,Urban School of San Francisco,1563 Page Street,San Francisco,CA,94117,,,,,415-626-2919,dwalters@urbanschool.org,,San Francisco Unified,Mr.,Mark,Salkind,Head of School,msalkind@urbanschool.org,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,127,98,102,90,0,0,417,No,89,30,26,10,20,No,Yes,Yes,Yes,Yes,,,Ms.,Diane,Walters,Administrator,,Ms.,Monique,Perry,
2427,-13632626.4979486,4540842.70714023,2427,parcels,M,100,A,"1970 OCEAN AVE, SAN FRANCISCO, CA 94127",0,Address,,1970 Ocean Avenue,San Francisco,CA,94127,204114,San Francisco,38684786938914,"Voice of Pentecost Academy, Renaissance School",1970 Ocean Avenue,San Francisco,CA,94127,,,,,415-334-0105,RenSchoolSF@gmail.com,Create@APlaceToMeetJesus.com,San Francisco County Office of Education,Mrs.,Alexis,Orth,Administrator,RenSchoolSF@gmail.com,Coeducational,Day Only,K,12,6,3,0,3,1,5,4,6,2,2,2,1,4,0,0,39,Yes,4,3,5,2,0,No,Yes,No,No,Yes,Religious,Pentacostal,Mr.,Sherwood,Jansen,Principal,,Mr.,Sherwood,Jansen,
2428,-13630800.8048662,4541075.03336953,2428,parcels,T,100,A,"259 JUDSON AVE, SAN FRANCISCO, CA 94112",0,Address,,259 Judson Avenue,San Francisco,CA,94112,193970,San Francisco,38684786203384,Wen Jian Ying,259 Judson Avenue,San Francisco,CA,94112,,,,,415-586-6987,linda_j_wen@yahoo.com,,San Francisco Unified,Ms.,Linda,Wen,Principal,linda_j_wen@yahoo.com,Coeducational,Day Only,K,12,0,0,0,0,0,0,1,1,1,2,1,2,1,0,0,9,Yes,0,1,2,0,0,No,No,No,No,No,Non-religious,,Ms.,Linda,Wen,Principal,linda_j_wen@yahoo.com,Ms.,Linda,Wen,linda_j_wen@yahoo.com
2429,-13633759.2900963,4542057.25956658,2429,parcels,T,100,A,"200 SLOAT BLVD, SAN FRANCISCO, CA 94132",0,Address,,200 Sloat Blvd.,San Francisco,CA,94132,194872,San Francisco,38684786980874,West Portal Lutheran School,200 Sloat Blvd.,San Francisco,CA,94132,,,,,415-665-6330,school@wplsf.com,,San Francisco Unified,Ms.,Anna,Hu,Principal,anna.hu@wplsf.com,Coeducational,Day Only,K,8,54,49,48,58,60,48,64,64,63,0,0,0,0,0,0,508,No,0,21,6,2,15,No,Yes,Yes,Yes,Yes,Religious,Lutheran,Rev.,Todd,Arnold,Other,todd.arnold@wplsf.com,Ms.,Anna,Hu,anna.hu@wplsf.com
2430,-13633827.5726927,4546073.92129806,2430,parcels,T,100,A,"1555 IRVING ST, SAN FRANCISCO, CA 94122",0,Address,,1555 Irving Street,San Francisco,CA,94122,193026,San Francisco,38684787078710,Woodside International School,1555 Irving Street,San Francisco,CA,94122,,,,,415-564-1063,aedwards@wissf.org,,San Francisco Unified,Ms.,Ariel,Edwards,Head of School,aedwards@wissf.org,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,6,14,11,19,0,0,50,Yes,15,10,5,2,2,No,No,No,No,No,Non-religious,,Ms.,Ariel,Edwards,Head of School,aedwards@wissf.org,Ms.,Ariel,Edwards,aedwards@wissf.org
2431,-13631405.705517,4547052.69886513,2431,parcels,M,100,A,"1950 PAGE ST, SAN FRANCISCO, CA 94117",0,Address,,1950 Page Street,San Francisco,CA,94117,196484,San Francisco,38684786139463,Xian Yun Academy of the Arts California,1950 Page Street,San Francisco,CA,94117,,,,,415-431-3161,sherry.zhang@feitian-california.org,lona.lou@feitian-california.org,San Francisco Unified,Ms.,Sherry,Zhang,Principal,sherry.zhang@feitian-california.org,Coeducational,Day Only,5,12,0,0,0,0,0,0,5,6,4,4,0,4,11,0,0,34,Yes,6,9,6,4,5,No,Yes,No,No,Yes,Non-religious,,Ms.,Lona,Lou,Director,lona.lou@feitian-california.org,Ms.,Ping,Liu,ping.liu@feitian-california.org
2432,-13624613.1079648,4550182.42678758,2432,parcels,M,100,A,"169 STEUART ST, SAN FRANCISCO, CA 94105",0,Address,,169 Steuart Street,San Francisco,CA,94105,207791,San Francisco,38684786204242,Youth Chance High School,169 Steuart Street,San Francisco,CA,94105,,,,,415-615-1337,atorres-vaughn@ymcasf.org,,San Francisco Unified,Ms.,Alexandria,Torres-Vaughn,Director,atorres-vaughn@ymcasf.org,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,4,3,5,6,0,0,18,Yes,6,1,2,1,2,No,Yes,No,No,Yes,Non-religious,,Ms.,Alexandria,Torres-Vaughn,Director,atorres-vaughn@ymcasf.org,Ms.,Alexandria,Torres-Vaughn,atorres-vaughn@ymcasf.org
2433,-13633034.5821774,4548286.69928378,2433,parcels,M,100,A,"495 9TH AVE, SAN FRANCISCO, CA 94118",0,Address,,495 9th Avenue,San Francisco,CA,94118,193220,San Francisco,38684786980890,Zion Lutheran School,495 9th Avenue,San Francisco,CA,94118,,,,,415-221-7500,jlee@zionsf.org,mrsleeatschool@gmail.com,San Francisco Unified,Mrs.,Jennifer,Lee,Principal,jlee@zionsf.org,Coeducational,Day Only,K,8,15,17,18,13,14,12,22,22,20,0,0,0,0,0,0,153,No,0,10,3,2,5,No,Yes,No,No,Yes,Religious,Lutheran,Mrs.,Jennifer,Lee,Principal,Principal@zionsf.org,Mrs.,Jennifer,Lee,jlee@zionsf.org
2434,-13518733.9590943,4543810.05313084,2434,parcels,M,100,A,"1635 CHESTER DR, TRACY, CA 95376",0,Address,,1635 Chester Drive,Tracy,CA,95376,195772,San Joaquin,39754996200026,Bella Vista Christian Academy,1635 Chester Drive,Tracy,CA,95376,,,,,209-835-7438,admin@stpaulstracy.org,,Tracy Joint Unified,Miss,Peggy,Haase,President,phaase@stpaulstracy.org,Coeducational,Day Only,K,8,22,21,23,18,19,20,20,14,24,0,0,0,0,0,0,181,No,0,10,1,1,2,No,Yes,No,No,Yes,Religious,Lutheran,Miss,Peggy,McCain,Principal,phaase@stpaulstracy.org,Miss,Peggy,Haase,phaase@stpaulstracy.org
2435,-13504817.5500996,4577816.78087974,2435,parcels,M,99.09,A,"915 ROSEMARIE LN, STOCKTON, CA 95207",0,Address,,915 Rose Marie Lane,Stockton,CA,95207,194814,San Joaquin,39685697002272,Brookside Christian Elementary,915 Rose Marie Lane,Stockton,CA,95207,,,,,209-954-7653,dgibson@brooksidechristian.com,,Lincoln Unified,Mr.,Dennis,Gibson,President,dgibson@brooksidechristian.com,Coeducational,Day Only,K,6,33,21,25,19,11,15,15,0,0,0,0,0,0,0,0,139,No,0,8,1,2,2,No,Yes,Yes,Yes,Yes,Religious,Not affiliate with any denomination,Ms.,Jessica,Carter,Principal,jcarter@brooksidechristian.com,Mr.,Dennis,Gibson,dgibson@brooksidechristian.com
2436,-13504817.5500996,4577816.78087974,2436,parcels,M,99.09,A,"915 ROSEMARIE LN, STOCKTON, CA 95207",0,Address,,915 Rose Marie Lane,Stockton,CA,95207,194834,San Joaquin,39685696902274,Brookside Christian High School,915 Rose Marie Lane,Stockton,CA,95207,,,,,209-954-7651,dgibson@brooksidechristian.com,,Lincoln Unified,Mr.,Dennis,Gibson,President,dgibson@brooksidechristian.com,Coeducational,Day Only,7,12,0,0,0,0,0,0,0,18,30,29,25,27,33,0,0,162,Yes,0,8,3,4,3,No,Yes,Yes,Yes,Yes,Religious,Not affiliate with any denomination,Dr.,Gregory,Gibson,Principal,gwgibson@brooksidechrisdtian.com,Mr.,Dennis,Gibson,dgibson@brooksidechristian.com
2437,-13503084.2068875,4574179.94199229,2437,parcels,M,100,A,"1110 N LINCOLN ST, STOCKTON, CA 95203",0,Address,,1110 North Lincoln Street,Stockton,CA,95203,206914,San Joaquin,39686766980908,Cathedral of the Annunciation School,1110 North Lincoln Street,Stockton,CA,95203,,,,,209-444-4000,annunoffice@aol.com,mmccaffrey@annunciationsaints.org,Stockton Unified,Mrs.,Maria,McCaffrey,Principal,mmccaffrey@annunciationsaints.org,Coeducational,Day Only,K,8,20,32,36,28,33,31,32,31,29,0,0,0,0,0,0,272,No,0,10,11,2,6,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,maria,McCaffrey,Principal,mmccaffrey@annunciationsaints.org,Mrs.,Joanie,Loewen,annunoffice@aol.com
2438,-13498084.5782723,4559629.25835881,2438,streets,M,90.97,A,"10948 S AIRPORT WAY, Manteca, CA, 95336",,Address,R,10948S Airport Wy,Manteca,CA,95336,211396,San Joaquin,39685936146112,Central Valley Christian Academy,10948S Airport Wy,Manteca,CA,95336,,,,,209-982-9129,info@cvbcmanteca.org,laureldalzell@gmail.com,Manteca Unified,Mr.,Chris,Asprelli,Principal,CAsprelli@cvbcmanteca.org,Coeducational,Day Only,K,12,3,2,3,4,6,3,4,3,2,4,3,2,1,0,0,40,No,2,4,4,1,2,No,Yes,No,No,Yes,Religious,Baptist,Mr.,Parry,Dalzell,Administrator,parrydalzell@gmail.com,Mrs.,Laurel,Dalzell,laureldalzell@gmail.com
2439,-13500856.0017847,4594577.04686884,2439,parcels,M,100,A,"550 W CENTURY BLVD, LODI, CA 95240",0,Address,,550 W Century Blvd.,Lodi,CA,95240,195563,San Joaquin,39685856902266,Century Christian School,550 W Century Blvd.,Lodi,CA,95240,550 West Century Boulevard,Lodi,CA,95240,209-334-3230,kgebhardt17@gmail.com,kgebhardt17@gmail.com,Lodi Unified,Mrs.,Kathryn,Gebhardt,Director,,Coeducational,Day Only,K,K,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,No,0,1,0,0,1,No,Yes,No,No,Yes,Religious,Assembly of God,Mrs.,Kathryn,Gebhardt,Director,kgebhardt17@gmail.com,Mrs.,Kathyrn,Gebhardt,kgebhardt17@gmail.com
2440,-13500400.3392715,4573738.60963377,2440,parcels,M,100,A,"430 N PILGRIM ST, STOCKTON, CA 95205",0,Address,,430 North Pilgrim Street,Stockton,CA,95205,193741,San Joaquin,39686767059348,Children's Home of Stockton NPS,430 North Pilgrim Street,Stockton,CA,95205,,,,,209-466-0853,mdutra@chsstk.com,,Stockton Unified,Mrs.,Joelle,Gomez,Other,Jgomez@chsstk.com,Coeducational,Both,K,12,0,0,0,0,4,4,3,1,5,6,13,3,7,0,0,46,Yes,6,8,0,2,20,Yes,Yes,No,No,Yes,Non-religious,,Mr.,Michael,Dutra,Principal,mdutra@chsstk.com,Mrs.,Tici,Truly,Ttruly@chsstk.com
2441,-13501279.509997,4579909.2749942,2441,parcels,M,100,A,"5022 KIMBALL HILL CIR, STOCKTON, CA 95210",0,Address,,5022 Kimball Hill Circle,Stockton,CA,95210,208019,San Joaquin,39686766153209,CORE 4 Academy,5022 Kimball Hill Circle,Stockton,CA,95210,,,,,916-670-4496,core4academy@yahoo.com,,Stockton Unified,Mrs.,Larrisa,Poree,Head of School,larrisa_poree@yahoo.com,Coeducational,Day Only,6,12,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,14,Yes,0,1,0,0,0,No,No,No,No,No,Non-religious,,Mrs.,Larrisa,Poree,Head of School,,Mrs.,Larrisa,Poree,
2442,-13488259.3354472,4550940.22365419,2442,parcels,M,100,A,"17900 COMCONEX RD, MANTECA, CA 95336",0,Address,,17900 Comconex Road,Manteca,CA,95336,195792,San Joaquin,39685936137293,Cornerstone Christian School,17900 Comconex Road,Manteca,CA,95336,,,,,209-825-1422,ccs@cornerstoneManteca.com,,Manteca Unified,Mr.,Douglas,Scott,Administrator,ccs@cornerstonemanteca.com,Coeducational,Day Only,K,6,14,12,7,6,5,6,1,0,0,0,0,0,0,0,0,51,No,0,6,4,1,1,No,Yes,No,No,Yes,Religious,Assembly of God,Mr.,Douglas,Scott,Principal,,Mr.,Douglas,Scott,
2443,-13529206.6647983,4547094.589301,2443,parcels,M,100,A,"600 FARRINGTON ST, TRACY, CA 95391",0,Address,,600 Farrington Street,Tracy,CA,95391,199679,San Joaquin,39767606153308,Farrington Academy,600 Farrington Street,Tracy,CA,95391,,,,,209-832-0981,johnsonbryanmark@gmail.com,,Lammersville Joint Unified,Mrs.,Amy,Johnson,Director,bryanamyj@yahoo.com,Coeducational,Day Only,K,12,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,6,No,0,1,1,1,0,No,No,No,No,No,Religious,Evangelical,Dr.,Bryan,Johnson,Principal,johnsonbryanmark@gmail.com,Mrs.,Amy,Johnson,bryanamyj@yahoo.com
2444,-13503116.8197135,4576722.59132119,2444,parcels,T,100,A,"3535 N EL DORADO ST, STOCKTON, CA 95204",0,Address,,3535 North El Dorado Street,Stockton,CA,95204,199272,San Joaquin,39686766133797,First Baptist Christian Schools,3535 North El Dorado Street,Stockton,CA,95204,,,,,209-466-1577,sbulleri@fbcstockton.org,,Stockton Unified,Mrs.,Stephanie,Bulleri,Principal,sbulleri@fbcstockton.org,Coeducational,Day Only,K,8,17,19,16,15,19,11,21,18,7,0,0,0,0,0,0,143,No,0,11,3,1,2,No,Yes,No,No,Yes,Religious,Baptist,Mrs.,Stephanie,Bulleri,Principal,sbulleri@fbcstockton.org,Mr.,Evan,Hust,ehust@fbcstockton.org
2445,-13490337.6076674,4551960.64768445,2445,parcels,M,100,A,"1988 CHARDONNAY WAY, MANTECA, CA 95336",0,Address,,1988 Chardonnay Way,Manteca,CA,95336,191674,San Joaquin,39754996145536,Golden State Academy,1988 Chardonnay Way,Manteca,CA,95336,,,,,209-923-4711,keith@goldenstateacademy.org,,Manteca Unified,Mrs.,Amy,Watson,Administrator,amy@goldenstateacademy.org,Coeducational,Day Only,K,12,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,6,Yes,1,1,1,0,0,No,No,No,No,No,Non-religious,,Mr.,Keith,Watson,Director,keith@goldenstateacademy.org,Mrs.,Amy,Watson,
2446,-13503981.8447372,4597052.96225235,2446,parcels,M,100,A,"2695 W VINE ST, LODI, CA 95242",0,Address,,2695 West Vine Street,Lodi,CA,95242,193952,San Joaquin,39685857098858,Jim Elliot Christian High School,2695 West Vine Street,Lodi,CA,95242,,,,,209-368-2800,businessoffice@jimelliotchs.com,mstewart@jimelliotchs.com,Lodi Unified,Dr.,Mark,Stewart,Administrator,mstewart@jimelliotchs.com,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,8,15,21,33,0,0,77,No,37,8,4,1,1,No,Yes,No,No,Yes,Religious,Not affiliate with any denomination,Dr.,Mark,Stewart,Administrator,mstewart@jimelliotchs.com,Mr.,Charles,Manley,tmanley@jimelliotchs.com
2447,-13502608.6876488,4599315.42570079,2447,parcels,M,100,A,"551 N LOMA DR, LODI, CA 95242",0,Address,,551 North Loma Drive,Lodi,CA,95242,202866,San Joaquin,39685856153530,Jubilee Christian Academy,551 North Loma Drive,Lodi,CA,95242,,,,,559-992-6594,jubileechurch2005@juno.com,,Lodi Unified,Mr.,Steve,Sotelo,Administrator,jubileechurch2005@juno.com,Coeducational,Day Only,3,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,No,0,2,1,1,1,No,No,No,No,No,Non-religious,,Mr.,Steve,Sotelo,Administrator,jubileechurch2005@juno.com,Mr.,Steve,Sotelo,jubileechurch2005@juno.com
2448,-13493248.2138279,4547915.42602011,2448,streets,M,100,A,"1766 WHISPER WAY, Manteca, CA, 95337",,Address,R,1766 Whisper Way,Manteca,CA,95337,195583,San Joaquin,07618046153589,Kings Academy,1766 Whisper Way,Manteca,CA,95337,,,,,209-825-5757,amy.kingsacademy@gmail.com,,Manteca Unified,Mr.,Craig,Bingham,Superintendent,craigyamybingham@yahoo.com,Coeducational,Day Only,K,12,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,6,No,0,1,2,2,0,No,No,No,No,No,Non-religious,,Mrs.,Amy,Bingham,Principal,amy.kingsacademy@gmail.com,Mrs.,Amy,Bingham,amy.kingsacademy@gmail.com
2449,-13502506.777772,4589483.95121584,2449,parcels,M,100,A,"11451 N WEST LN, LODI, CA 95242",0,Address,,11451 North West Lane,Lodi,CA,95242,194755,San Joaquin,39685857084809,Life Training Academy,11451 North West Lane,Lodi,CA,95242,,,,,209-339-7373,lifetrainingacademy@thehomechurch.net,,Lodi Unified,Mr.,Jeff,Craig,Director,lifetrainingacademy@thehomechurch.net,Coeducational,Day Only,K,12,13,8,14,7,9,5,7,5,8,3,8,5,11,0,0,103,No,7,6,5,2,5,No,Yes,Yes,Yes,Yes,Religious,Baptist,Mr.,Jeff,Craig,Director,,Mr.,Jeff,Craig,lifetrainingacademy@thehomechurch.net
2450,-13498905.4434107,4596104.55026347,2450,parcels,M,100,A,"1230 S CENTRAL AVE, LODI, CA 95240",0,Address,,1230 South Central Avenue,Lodi,CA,95240,201272,San Joaquin,39685856939847,Lodi Academy,1230 South Central Avenue,Lodi,CA,95240,,,,,209-368-2781,tkubrock@lodiacademy.net,,Lodi Unified,Mr.,Tim,Kubrock,Principal,tkubrock@lodiacademy.net,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,34,17,22,25,0,0,98,Yes,11,7,3,3,9,No,Yes,No,No,Yes,Religious,Seventh-day Adventist,Mr.,Bill,Keresoma,Superintendent,superintendent@nccsda.com,Mr.,Bill,Keresoma,superintendent@nccsda.com
2451,-13503827.7256852,4597199.46515881,2451,streets,M,100,A,"751 S LOWER SACRAMENTO RD, Lodi, CA, 95242",,Address,L,751 South Lower Sacramento Road,Lodi,CA,95242,193482,San Joaquin,39685856137467,Lodi Christian School,751 South Lower Sacramento Road,Lodi,CA,95242,PO Box 268,Acampo,CA,95220,209-368-7627,info@lodichristianschool.org,,Lodi Unified,Mr.,Ron,Hittle,Principal,rhittle@lodichristianschool.org,Coeducational,Day Only,K,8,25,22,25,24,25,29,28,29,27,0,0,0,0,0,0,234,No,0,11,0,1,11,No,Yes,No,No,Yes,Religious,Not affiliate with any denomination,Mr.,Ron,Hittle,Principal,rhittle@lodichristianschool.org,Mrs.,Angela,Juelch,ajuelch@lodichristianschool.org
2452,-13499126.1256182,4596137.63127708,2452,streets,M,100,A,"1240 S CENTRAL AVE, Lodi, CA, 95240",,Address,R,1240 South Central Avenue,Lodi,CA,95240,201279,San Joaquin,39685856978282,Lodi Seventh-day Adventist Elementary,1240 South Central Avenue,Lodi,CA,95240,,,,,209-368-5341,principal@lodisdaelem.org,,Lodi Unified,Mr.,Ally,Emmerson,Principal,principal@lodisdaelem.org,Coeducational,Day Only,K,8,15,17,20,19,20,21,24,28,21,0,0,0,0,0,0,185,No,0,10,0,1,10,No,Yes,No,No,Yes,Religious,Seventh-day Adventist,Mr.,Bill,Keresoma,Superintendent,superintendent@nccsda.com,Mr.,Bill,Keresoma,superintendent@nccsda.com
2453,-13495914.943029,4550297.84943702,2453,parcels,M,100,A,"525 S UNION RD, MANTECA, CA 95337",0,Address,,525 South Union Road,Manteca,CA,95337,201287,San Joaquin,39685936961320,Manteca Adventist Christian School,525 South Union Road,Manteca,CA,95337,PO Box 2548,Manteca,CA,95336,209-239-3140,heidi.jorgenson@nccsda.com,,Manteca Unified,Mrs.,Heidi,Jorgenson,Principal,heidi.jorgenson@nccsda.com,Coeducational,Day Only,1,8,0,0,1,2,0,0,2,3,2,0,0,0,0,0,0,10,No,0,1,0,0,2,No,Yes,No,No,Yes,Religious,Seventh-day Adventist,Mrs.,Coreen,Hicks,Superintendent,superintendent@nccsda.com,Mr.,Bill,Keresoma,superintendent@nccsda.com
2454,-13511019.823509,4600145.67881476,2454,parcels,M,100,A,"18051 N RAY RD, LODI, CA 95242",0,Address,,18051 N. Ray Road,Lodi,CA,95242,215932,San Joaquin,39685850134551,Point Quest Education - Lodi,18051 N. Ray Road,Lodi,CA,95242,,,,,916-422-0571,rjaggers@pointquested.com,,Lodi Unified,Mr.,Ryan,Dixon,Administrator,rdixon@pointquested.com,Coeducational,Day Only,K,12,0,1,0,0,0,2,3,1,1,1,0,0,0,10,23,42,Yes,0,5,0,2,47,Yes,No,No,No,No,Non-religious,,Mrs.,Ronda,Jaggers,Other,rjaggers@pointquested.com,Ms.,Pahoa Shee,Thao,sthao@pointquested.com
2455,-13500851.1522624,4570107.62267107,2455,parcels,T,92.87,A,"1800 S SUTTER ST, STOCKTON, CA 95206",0,Address,,1800 Sutter Street,Stockton,CA,95206,215931,San Joaquin,39686760129445,Point Quest Education GAP Program,1800 Sutter Street,Stockton,CA,95206,6600 44th Street,Sacramento,CA,95823,916-422-0571,rjaggers@pointquested.com,,Stockton Unified,Mr.,Marcus,Cheatham,Administrator,mcheatham@pointquested.com,Coeducational,Day Only,K,12,0,0,0,0,0,0,0,0,3,7,8,3,6,0,0,27,Yes,0,3,0,2,29,Yes,No,No,No,No,Non-religious,,Mrs.,Ronda,Jaggers,Other,rjaggers@pointquested.com,Ms.,Pahou Shee,Thao,sthao@pointquested.com
